,parcel,abstrprd,livearea,finbsmnt,basement,yrbuilt,totunits,stories,nocars,numbdrm,numbaths,sprice,deduct,netprice,tasp,smonth,syear,condition_AVG,condition_Excel,condition_Fair,condition_Good,condition_VGood,quality_A,quality_B,quality_C,quality_D,quality_X,gartype_Att,gartype_Att/Det,gartype_CP,gartype_Det,gartype_None,gartype_att/CP,gartype_det/CP,arcstyle_BI-LEVEL,arcstyle_CONVERSIONS,arcstyle_END UNIT,arcstyle_MIDDLE UNIT,arcstyle_ONE AND HALF-STORY,arcstyle_ONE-STORY,arcstyle_SPLIT LEVEL,arcstyle_THREE-STORY,arcstyle_TRI-LEVEL,arcstyle_TRI-LEVEL WITH BASEMENT,arcstyle_TWO AND HALF-STORY,arcstyle_TWO-STORY,qualified_Q,qualified_U,status_I,status_V,before1980
10771,05012-22-021-000,1112,2203,906,1065,1908,1,2,2,4,3,590000,5500,584500,584500,6,2011,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
10772,05012-24-013-000,1112,1045,540,666,1923,1,1,2,2,2,410000,0,410000,410000,5,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
10773,05012-26-002-000,1112,1775,651,798,1898,1,3,0,5,2,355000,3450,351550,351550,5,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
10774,05012-26-012-000,1112,1580,0,355,1908,1,2,2,4,3,400000,0,400000,400000,8,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
10775,05012-26-012-000,1112,1580,0,355,1908,1,2,2,4,3,250000,0,250000,250000,3,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
10776,05012-26-029-000,1112,1436,539,718,1904,1,2,1,3,2,182000,0,182000,182000,12,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
10777,05012-27-053-053,1130,613,0,0,1963,1,1,0,1,1,112545,0,112545,112545,6,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
10778,05012-27-055-055,1130,670,0,0,1963,1,1,0,1,1,112000,0,112000,112000,5,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
10779,05012-27-067-067,1130,814,0,139,1911,1,1,0,2,1,116000,0,116000,116000,4,2012,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
10780,05012-28-022-000,1112,2069,0,648,1902,1,2,2,3,4,235000,0,235000,235000,5,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
10781,05012-28-051-051,1130,910,0,0,1962,1,1,0,2,2,155000,4500,150500,150500,7,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
10782,05012-28-073-073,1130,874,0,0,1962,1,1,0,2,2,175000,0,175000,175000,12,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
10783,05012-28-073-073,1130,874,0,0,1962,1,1,0,2,2,184500,0,184500,184500,10,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
10784,05012-28-074-074,1130,910,0,0,1962,1,1,0,2,2,228000,0,228000,228000,7,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
10785,05012-28-075-075,1130,910,0,0,1962,1,1,0,2,2,204000,0,204000,204000,9,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
10786,05012-29-014-000,1112,1694,0,847,1906,2,2,0,3,2,265000,0,265000,265000,10,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
10787,05012-29-047-047,1130,858,0,0,1965,1,1,0,2,1,119900,3133,116767,116767,6,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
10788,05012-29-077-077,1130,858,0,0,1965,1,1,0,2,1,123000,2500,120500,120500,8,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
10789,05012-29-086-086,1130,732,0,0,1930,1,1,0,1,1,73500,0,73500,73500,11,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
10790,05012-32-019-000,1112,1554,250,777,1898,1,2,2,4,2,325500,0,325500,325500,8,2010,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
10791,05012-32-034-000,1112,2809,965,1165,1905,6,3,2,5,6,450000,0,450000,450000,11,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
10792,05012-32-040-000,1112,1884,0,492,1890,1,2,0,4,2,112850,0,112850,112850,8,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
10793,05012-34-026-026,1130,925,0,0,1901,1,1,0,1,1,209900,0,209900,213588,12,2011,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
10794,05012-34-030-030,1130,924,0,0,1901,1,1,0,1,1,199875,4500,195375,202240,6,2011,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
10795,05012-34-034-034,1130,941,0,0,1901,1,1,0,1,1,219000,0,219000,229260,2,2011,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
10796,05012-34-040-040,1130,1289,0,0,1901,1,1,0,2,2,289500,0,289500,307302,9,2010,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
10797,05012-34-046-046,1130,2054,0,0,1901,1,3,0,2,2,480000,0,480000,488433,12,2011,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
10798,05012-34-047-047,1130,1594,0,0,1901,1,2,0,2,2,300000,0,300000,304392,1,2012,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
10799,05012-34-050-050,1130,1807,0,0,1901,1,2,0,2,2,425000,0,425000,441178,5,2011,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
10800,05012-34-079-079,1130,645,0,0,1931,1,1,0,1,1,115000,0,115000,118367,8,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
10801,05012-34-085-085,1130,631,0,0,1931,1,1,0,1,1,151000,0,151000,156306,6,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
10802,05012-34-092-092,1130,890,0,0,1931,1,1,0,2,2,195000,0,195000,206991,9,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
10803,05012-35-005-000,1112,1234,1134,1234,1919,1,1,2,2,2,417000,0,417000,417000,11,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
10804,05012-35-005-000,1112,1234,1134,1234,1919,1,1,2,2,2,250000,0,250000,250000,5,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
10805,05012-35-008-000,1112,1298,600,697,1918,1,1,1,2,2,435000,0,435000,435000,4,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
10806,05012-35-009-000,1112,1396,518,756,1918,1,1,2,3,2,449000,0,449000,449000,4,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
10807,05012-36-002-000,1112,1712,0,240,1896,1,2,0,3,2,272000,6591,265409,265409,10,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
10808,05012-36-003-000,1112,1848,0,240,1896,2,2,0,3,2,289000,0,289000,289000,9,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
10809,05012-36-022-000,1112,1735,175,350,1906,1,2,2,5,2,425000,0,425000,425000,9,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
10810,05012-36-027-000,1112,1065,400,602,1961,1,1,4,2,2,414000,0,414000,414000,8,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
10811,05012-37-020-000,1112,1027,0,552,1906,1,1,1,2,1,393450,0,393450,393450,3,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
10812,05012-37-022-000,1112,2033,0,449,1903,1,2,2,3,3,429800,0,429800,429800,10,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
10813,05012-37-034-000,1114,942,471,942,1953,1,1,1,2,2,246000,4000,242000,274694,9,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
10814,05012-38-009-000,1112,1100,900,1100,1922,1,1,1,2,2,415000,1000,414000,414000,11,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
10815,05012-38-015-000,1112,1476,100,286,1909,1,2,2,3,2,415000,0,415000,415000,10,2010,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
10816,05012-38-016-000,1112,1340,63,288,1905,1,2,2,3,1,415000,0,415000,415000,7,2010,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
10817,05012-38-023-000,1112,3329,1059,1703,1902,1,2,2,3,4,640000,8000,632000,632000,12,2011,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
10818,05013-02-003-000,1112,1142,745,745,1910,1,1,2,2,3,311000,0,311000,311000,5,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
10819,05013-02-024-000,1112,2886,0,315,2005,1,2,2,4,4,795000,0,795000,795000,4,2011,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
10820,05013-03-013-000,1112,934,300,398,1906,1,1,1,2,2,379000,0,379000,379000,6,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
10821,05013-03-015-000,1112,1519,400,642,1906,1,2,2,4,2,424000,0,424000,424000,8,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
10822,05013-04-013-000,1112,2836,0,1226,1924,1,2,2,5,4,832500,0,832500,832500,11,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
10823,05013-05-032-000,1114,984,732,771,1925,1,1,2,2,1,295000,0,295000,298796,4,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
10824,05013-05-036-000,1114,984,792,834,1925,1,1,2,2,2,312200,2700,309500,313482,4,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
10825,05013-05-037-000,1114,3291,0,487,1903,1,2,2,3,3,1100000,0,1100000,1121230,3,2012,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
10826,05013-07-016-000,1112,1188,622,720,1922,1,1,1,2,2,436500,0,436500,436500,6,2011,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
10827,05013-07-020-000,1112,2691,0,204,1927,1,2,3,4,5,764700,0,764700,764700,2,2012,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
10828,05013-08-009-000,1112,1609,1125,1187,1925,1,2,4,4,3,637500,0,637500,637500,12,2010,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
10829,05013-09-014-000,1112,1133,450,523,1922,1,1,2,2,2,356795,3500,353295,353295,9,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
10830,05013-09-017-000,1112,1796,716,716,1919,1,1,0,3,3,650000,0,650000,650000,5,2011,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
10831,05013-09-017-000,1112,1796,716,716,1919,1,1,0,3,3,350000,0,350000,350000,8,2010,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
10832,05013-18-012-000,1112,1620,0,462,1908,1,2,0,3,2,420000,500,419500,419500,4,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
10833,05013-18-015-000,1112,1830,0,434,1904,1,2,0,3,2,425000,4900,420100,420100,1,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
10834,05013-20-009-000,1112,1803,964,1041,1900,1,2,2,4,4,520000,0,520000,520000,5,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
10835,05013-20-013-013,1130,1354,573,637,1974,1,2,0,2,2,212000,0,212000,212000,9,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
10836,05013-20-019-019,1130,1332,605,637,1974,1,2,0,2,3,10000,0,10000,10000,9,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
10837,05013-20-021-021,1130,1354,573,637,1974,1,2,0,2,3,233500,0,233500,233500,5,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
10838,05013-20-026-026,1130,767,0,0,1974,1,1,0,2,1,142000,4260,137740,146613,8,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
10839,05013-20-029-029,1130,567,0,0,1974,1,1,0,1,1,130000,0,130000,137233,11,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
10840,05013-20-032-032,1130,554,0,0,1974,1,1,0,1,1,124000,0,124000,131988,8,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
10841,05013-20-032-032,1130,554,0,0,1974,1,1,0,1,1,124000,0,124000,124000,7,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
10842,05014-01-033-000,1112,972,972,972,1939,1,1,0,2,2,111500,0,111500,111500,10,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
10843,05014-02-011-000,1112,1093,657,699,1915,1,1,2,2,3,434900,0,434900,434900,5,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
10844,05014-02-011-000,1112,1093,657,699,1915,1,1,2,2,3,236500,0,236500,236500,2,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
10845,05014-02-020-000,1112,1346,200,396,1910,1,1,2,2,1,330000,0,330000,330000,6,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
10846,05014-03-014-000,1112,1107,400,645,1919,1,1,1,2,2,388000,5000,383000,383000,6,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
10847,05014-04-011-000,1112,1391,245,540,1910,1,1,1,3,2,426000,0,426000,426000,5,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
10848,05014-05-003-000,1112,1037,900,1037,1925,1,1,1,2,2,388000,9599,378401,378401,5,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
10849,05014-05-022-000,1112,1105,994,1105,1923,1,1,4,2,2,374000,0,374000,374000,3,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
10850,05014-05-034-000,1114,839,0,0,1948,1,1,0,2,1,198000,0,198000,199274,5,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
10851,05014-06-003-000,1112,1664,800,955,1922,1,2,1,3,3,539000,0,539000,539000,3,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
10852,05014-07-021-000,1112,1107,0,483,1903,1,1,0,2,1,234000,0,234000,234000,10,2010,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
10853,05014-07-021-000,1112,1107,0,483,1903,1,1,0,2,1,230000,0,230000,230000,7,2010,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
10854,05014-07-028-000,1114,913,0,298,1905,1,1,1,2,1,297000,0,297000,297000,8,2010,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
10855,05014-07-034-000,1114,829,0,0,1900,1,1,0,2,2,233000,7000,226000,226000,6,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
10856,05014-08-023-000,1112,1109,455,935,1923,1,1,2,3,2,350000,1300,348700,348700,7,2010,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
10857,05014-08-025-000,1114,1338,1204,1338,1922,1,1,0,2,2,303750,5000,298750,337189,10,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
10858,05014-09-027-000,1114,1007,560,589,1923,1,1,1,2,2,316500,0,316500,345006,4,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
10859,05014-09-028-000,1114,922,0,288,1909,1,2,1,2,1,280000,0,280000,281801,5,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
10860,05014-09-029-000,1114,1019,0,288,1909,1,2,1,2,1,262000,3125,258875,272198,10,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
10861,05014-10-002-000,1112,1246,384,1030,1911,1,1,0,2,2,420000,1500,418500,418500,4,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
10862,05014-11-007-000,1112,1190,1071,1190,1923,1,1,2,2,2,520000,0,520000,520000,9,2010,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
10863,05014-11-008-000,1112,1413,1272,1413,1915,1,1,1,3,2,470000,2000,468000,468000,9,2010,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
10864,05014-11-015-000,1112,1483,1270,1337,1916,1,1,2,3,2,551000,0,551000,551000,5,2012,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
10865,05014-11-021-000,1112,2082,900,1126,1923,1,2,2,4,4,530000,0,530000,530000,7,2010,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
10866,05014-12-016-000,1112,1300,260,1300,1925,1,1,1,3,1,400000,1000,399000,399000,3,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
10867,05014-12-017-000,1112,1365,1265,1365,1922,1,1,1,2,2,420000,600,419400,419400,6,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
10868,05014-13-001-000,1112,1602,190,768,1918,1,2,1,3,2,435000,0,435000,435000,11,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
10869,05014-13-018-000,1112,1178,401,1178,1920,1,1,1,3,2,335000,3500,331500,331500,4,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
10870,05014-13-021-000,1112,1027,597,597,1920,1,1,1,2,2,295300,6000,289300,289300,12,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
10871,05014-13-026-000,1112,1017,660,1017,1928,1,1,1,2,1,368000,800,367200,367200,7,2010,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
10872,05014-14-008-000,1112,1220,1220,1220,1922,1,1,2,3,3,485000,0,485000,485000,9,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
10873,05014-14-008-000,1112,1220,1220,1220,1922,1,1,2,3,3,301000,0,301000,301000,4,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
10874,05014-14-013-000,1112,3200,1126,1657,2012,1,2,2,3,5,385000,0,385000,385000,12,2011,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
10875,05014-15-012-000,1112,931,843,931,1924,1,1,2,2,2,248800,0,248800,248800,9,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
10876,05014-15-014-000,1112,952,852,952,1924,1,1,1,2,2,328000,5000,323000,323000,5,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
10877,05014-15-015-000,1112,944,234,468,1923,1,1,1,2,1,337500,0,337500,337500,4,2012,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
10878,05014-15-023-000,1112,1234,1000,1100,1923,1,1,1,3,2,290000,0,290000,290000,12,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
10879,05014-16-002-000,1112,966,512,853,1923,1,1,0,2,2,259000,5074,253926,253926,11,2011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
10880,05014-16-015-000,1112,1008,144,732,1922,1,1,2,2,1,330000,0,330000,330000,10,2010,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
10881,05014-17-001-000,1112,1127,140,707,1930,1,1,1,2,1,282500,0,282500,282500,1,2011,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
10882,05014-17-004-000,1112,968,828,1035,1922,1,1,2,2,2,392000,5000,387000,387000,6,2011,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
10883,05014-17-004-000,1112,968,828,1035,1922,1,1,2,2,2,407000,0,407000,407000,7,2010,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
