,parcel,nbhd,abstrprd,livearea,finbsmnt,basement,yrbuilt,condition,quality,totunits,stories,gartype,nocars,xtraffic,floorlvl,numbdrm,numbaths,arcstyle,sprice,deduct,netprice,tasp,smonth,syear,qualified,status
18283,06054-44-009-000,604,1112,938,0,198,1948,AVG,B,1,1,Det,2,,,3,1,ONE-STORY,259900,6000,253900,266323,8,2010,Q,I
18284,06054-45-008-000,604,1112,1777,0,0,1952,AVG,B,1,2,Det,3,,,2,2,ONE AND HALF-STORY,260225,0,260225,260225,3,2012,U,I
18285,06054-45-012-000,604,1112,1252,0,0,1955,AVG,C,1,1,Att,1,,,3,2,ONE-STORY,260000,0,260000,260578,5,2012,Q,I
18286,06054-45-014-000,604,1112,1267,640,1323,1954,AVG,C,1,1,Det,2,,,3,2,ONE-STORY,235000,0,235000,235000,10,2010,U,I
18287,06061-01-003-000,606,1112,930,650,884,1931,AVG,C,1,1,Det,2,,,2,2,ONE-STORY,230000,0,230000,230000,2,2011,U,I
18288,06061-01-009-000,606,1112,932,707,884,1931,Good,C,1,1,Det,1,,,2,2,ONE-STORY,167000,0,167000,167000,5,2012,U,I
18289,06061-01-010-000,606,1112,932,530,884,1931,AVG,C,1,1,Det,1,,,2,1,ONE-STORY,216900,3500,213400,220044,4,2011,Q,I
18290,06061-01-011-000,606,1112,928,619,884,1931,AVG,C,1,1,Det,1,,,2,1,ONE-STORY,253000,0,253000,254688,3,2012,Q,I
18291,06061-01-030-000,606,1114,1075,0,0,1955,AVG,C,1,1,Det,1,,,2,1,END UNIT,155000,3500,151500,156361,8,2011,U,I
18292,06061-02-006-000,606,1112,1035,508,535,1936,AVG,B,1,1,Det,1,,,2,2,ONE-STORY,300000,0,300000,314011,9,2010,Q,I
18293,06061-02-011-000,606,1112,1089,560,621,1937,AVG,B,1,1,Det,2,,,2,2,ONE-STORY,270000,4000,266000,275465,2,2011,Q,I
18294,06061-02-014-000,606,1112,882,794,882,1925,AVG,C,1,1,Det,2,,,2,2,ONE-STORY,221000,0,221000,221000,2,2011,U,I
18295,06061-02-017-000,606,1112,1145,620,620,1928,AVG,C,1,1,Det,2,,,2,1,ONE-STORY,220000,0,220000,220000,9,2010,U,I
18296,06061-03-004-000,606,1112,968,871,968,1931,AVG,B,1,1,Det,1,,,2,2,ONE-STORY,280000,5500,274500,274500,6,2012,Q,I
18297,06061-03-007-000,606,1112,1181,1075,1181,1933,Good,B,1,1,Det,2,,,2,2,ONE-STORY,405000,1740,403260,404157,5,2012,Q,I
18298,06061-03-020-000,606,1112,1084,1084,1084,1937,AVG,B,1,1,Det,3,,,2,2,ONE-STORY,370000,0,370000,370000,6,2012,Q,I
18299,06061-04-012-000,606,1112,741,209,471,1927,AVG,C,1,1,None,0,,,1,1,ONE-STORY,125000,0,125000,125000,11,2011,U,I
18300,06061-04-017-000,606,1112,1406,1156,1217,1937,Good,C,1,1,det/CP,3,,,3,3,ONE-STORY,417000,0,417000,417000,6,2012,Q,I
18301,06061-05-007-000,606,1112,594,0,171,1924,AVG,C,1,1,None,0,,,2,1,ONE-STORY,124000,0,124000,124000,8,2010,U,I
18302,06061-05-018-000,606,1112,1683,0,759,1905,Good,C,1,2,Det,2,,,3,2,TWO-STORY,220000,0,220000,220000,12,2011,U,I
18303,06061-05-034-000,606,1112,1213,0,765,1931,AVG,C,1,1,Det,1,,,2,1,ONE-STORY,195000,0,195000,195000,4,2011,U,I
18304,06061-06-020-000,606,1112,960,720,960,1926,Good,C,1,1,Det,2,,,2,1,ONE-STORY,270000,1100,268900,280263,11,2010,Q,I
18305,06061-07-007-000,606,1112,1260,1217,1260,1952,AVG,C,1,1,Det,2,,,2,2,ONE-STORY,265000,0,265000,265000,2,2012,U,I
18306,06061-07-014-000,606,1112,986,690,986,1927,Good,C,1,1,Det,1,,,2,2,ONE-STORY,290000,0,290000,291290,4,2012,Q,I
18307,06061-07-016-000,606,1112,988,494,988,1927,Good,C,1,1,Det,1,,,2,1,ONE-STORY,306500,4000,302500,312591,3,2011,Q,I
18308,06061-07-017-000,606,1112,986,937,986,1928,AVG,B,1,1,Det,1,,,2,2,ONE-STORY,307000,0,307000,319973,11,2010,Q,I
18309,06061-07-020-000,606,1112,958,805,958,1927,AVG,C,1,1,Det,1,,,2,2,ONE-STORY,30195,0,30195,30195,9,2011,U,I
18310,06061-08-010-000,606,1112,1204,408,815,1924,Good,C,1,1,Det,1,,,3,2,ONE-STORY,330000,0,330000,338073,7,2011,Q,I
18311,06061-08-011-000,606,1112,1220,979,1088,1924,Good,C,1,1,Det,1,,,2,2,ONE-STORY,326000,650,325350,336204,3,2011,Q,I
18312,06061-09-009-000,606,1112,781,703,781,1927,Good,C,1,1,Det,1,,,2,2,ONE-STORY,283000,0,283000,283629,5,2012,Q,I
18313,06061-09-010-000,606,1112,2548,0,0,1949,AVG,C,1,2,Att,2,,,3,2,TWO-STORY,407000,7000,400000,400000,6,2012,Q,I
18314,06061-09-018-000,606,1112,831,164,545,1925,Good,C,1,1,Det,1,,,2,1,ONE-STORY,262500,5000,257500,264945,5,2011,Q,I
18315,06061-09-022-000,606,1112,926,463,926,1931,AVG,C,1,1,Det,1,,,2,2,ONE-STORY,242000,0,242000,246306,10,2011,Q,I
18316,06061-10-011-000,606,1112,1144,1059,1059,1932,AVG,B,1,1,Det,2,,,2,2,ONE-STORY,358000,3400,354600,371161,9,2010,Q,I
18317,06061-10-015-000,606,1112,1261,1135,1261,1932,AVG,B,1,1,Det,2,,,2,2,ONE-STORY,314000,0,314000,314000,7,2010,U,I
18318,06061-10-022-000,606,1112,1162,887,1044,1929,AVG,B,1,1,Det,2,,,3,2,ONE-STORY,358000,0,358000,366758,7,2011,Q,I
18319,06061-11-012-000,606,1112,1438,1400,1438,1928,Good,C,1,1,Det,1,,,2,2,ONE-STORY,415000,995,414005,431499,11,2010,Q,I
18320,06061-14-002-000,606,1112,1256,1063,1181,1938,AVG,B,1,1,Det,2,,,2,2,ONE-STORY,413000,2500,410500,412326,4,2012,Q,I
18321,06061-14-019-000,606,1112,1325,1019,1133,1938,AVG,B,1,1,Att,1,,,3,2,ONE-STORY,425551,0,425551,426497,5,2012,Q,I
18322,06061-14-020-000,606,1112,1322,1083,1140,1938,AVG,B,1,1,Att,1,,,3,2,ONE-STORY,390000,1850,388150,389013,5,2012,Q,I
18323,06061-14-023-000,606,1112,1242,1024,1205,1937,Good,B,1,1,Det,2,,,2,2,ONE-STORY,352400,6174,346226,346226,6,2012,Q,I
18324,06061-15-010-000,606,1112,1150,974,1025,1937,AVG,B,1,1,Det,2,,,2,2,ONE-STORY,355000,7000,348000,360383,2,2011,Q,I
18325,06061-15-011-000,606,1112,1352,1160,1221,1938,AVG,B,1,1,Det,2,,,3,2,ONE-STORY,415500,0,415500,429361,3,2011,Q,I
18326,06061-15-018-000,606,1112,993,902,949,1932,AVG,C,1,1,Det,2,,,2,2,ONE-STORY,310000,5000,305000,313140,6,2011,Q,I
18327,06061-15-021-000,606,1112,975,926,975,1932,AVG,B,1,1,Det,2,,,2,2,ONE-STORY,349000,0,349000,360643,3,2011,Q,I
18328,06061-16-002-000,606,1112,942,800,889,1937,AVG,B,1,1,Det,2,,,2,2,ONE-STORY,317000,0,317000,326165,5,2011,Q,I
18329,06061-16-005-000,606,1112,778,640,778,1952,AVG,C,1,1,None,0,,,2,2,ONE-STORY,195000,0,195000,195000,7,2011,U,I
18330,06061-16-009-000,606,1112,999,899,999,1940,AVG,C,1,1,Att,1,,,1,2,ONE-STORY,310000,5000,305000,312462,7,2011,Q,I
18331,06061-16-009-000,606,1112,999,899,999,1940,AVG,C,1,1,Att,1,,,1,2,ONE-STORY,183500,0,183500,183500,4,2011,U,I
18332,06061-16-014-000,606,1112,864,648,864,1947,AVG,C,1,1,Att,1,,,2,2,ONE-STORY,220000,6000,214000,219711,6,2011,Q,I
18333,06061-16-015-000,606,1112,1001,864,910,1947,AVG,C,1,1,Det,2,,,2,2,ONE-STORY,272500,500,272000,276839,10,2011,Q,I
18334,06061-16-019-000,606,1112,1107,775,861,1947,Good,C,1,1,Det,2,,,2,2,ONE-STORY,343800,0,343800,349917,10,2011,Q,I
18335,06061-16-024-000,606,1112,980,0,0,1954,AVG,C,1,1,Att,1,,,2,1,ONE-STORY,215000,0,215000,215000,6,2012,Q,I
18336,06061-16-024-000,606,1112,980,0,0,1954,AVG,C,1,1,Att,1,,,2,1,ONE-STORY,115000,0,115000,115000,1,2012,U,I
18337,06061-17-011-000,606,1112,1006,844,938,1938,Good,B,1,1,Det,2,,,2,2,ONE-STORY,360125,0,360125,376143,10,2010,Q,I
18338,06061-17-012-000,606,1112,1235,1246,1312,1938,Good,B,1,1,Det,2,,,2,2,ONE-STORY,425000,0,425000,432562,10,2011,Q,I
18339,06061-19-001-000,606,1112,1176,1117,1176,1951,Good,C,1,1,Det,1,,,2,2,ONE-STORY,354950,0,354950,355739,5,2012,Q,I
18340,06061-20-005-000,606,1112,1172,980,1168,1942,AVG,C,1,1,Det,1,,,2,2,ONE-STORY,315000,2000,313000,326922,10,2010,Q,I
18341,06061-21-001-000,606,1112,1014,944,1014,1938,Good,B,1,1,Det,1,,,2,2,ONE-STORY,349000,2400,346600,362788,9,2010,Q,I
18342,06061-21-002-000,606,1112,1264,851,1031,1941,Good,B,1,1,Det,1,,,2,2,ONE-STORY,415000,0,415000,418692,2,2012,Q,I
18343,06061-21-002-000,606,1112,1264,851,1031,1941,Good,B,1,1,Det,1,,,2,2,ONE-STORY,288400,0,288400,288400,11,2011,U,I
18344,06061-22-014-000,606,1112,1225,0,0,1948,AVG,C,1,1,Det,1,,,2,2,ONE-STORY,252000,5500,246500,254723,3,2011,Q,I
18345,06061-23-006-000,606,1112,757,0,0,1940,AVG,C,1,1,Att,1,,,2,1,ONE-STORY,193000,4631,188369,195910,12,2010,Q,I
18346,06061-23-020-000,606,1112,875,607,639,1942,AVG,C,1,2,Att/Det,2,,,2,1,ONE AND HALF-STORY,295000,4000,291000,305885,7,2010,Q,I
18347,06061-24-010-000,606,1112,933,466,933,1930,Good,C,1,1,Det,2,,,2,2,ONE-STORY,241900,0,241900,241900,1,2012,U,I
18348,06061-24-013-000,606,1112,1836,1036,1135,1939,Good,B,1,2,Det,2,,,3,3,TWO-STORY,535000,1415,533585,533585,6,2012,Q,I
18349,06061-24-018-000,606,1112,1220,0,0,1948,Good,C,1,1,Det,2,,,3,1,ONE-STORY,319500,4500,315000,323407,6,2011,Q,I
18350,06061-24-024-000,606,1112,3972,400,1965,2002,AVG,B,1,2,Att,3,,,3,4,TWO-STORY,740000,5000,735000,770962,8,2010,Q,I
18351,06061-25-022-000,606,1112,1023,0,0,1952,AVG,C,1,1,Att,1,,,3,1,ONE-STORY,185000,0,185000,185000,9,2011,U,I
18352,06061-26-017-000,606,1112,897,0,0,1947,AVG,C,1,1,Det,1,,,2,1,ONE-STORY,165500,0,165500,165500,4,2011,U,I
18353,06061-26-020-000,606,1112,3107,0,0,1951,AVG,C,1,1,Att,3,,,6,3,ONE-STORY,360000,0,360000,370408,5,2011,Q,I
18354,06061-27-010-000,606,1112,920,0,0,1947,AVG,C,1,1,Att,1,,,2,1,ONE-STORY,160000,0,160000,160000,12,2011,U,I
18355,06061-28-003-000,606,1112,2091,0,0,1954,Good,C,1,1,Att,2,,,3,3,ONE-STORY,435000,0,435000,442740,10,2011,Q,I
18356,06061-28-003-000,606,1112,2091,0,0,1954,Good,C,1,1,Att,2,,,3,3,ONE-STORY,186000,0,186000,186000,5,2011,U,I
18357,06061-29-004-000,606,1112,1059,945,1050,1949,Good,C,1,1,Att/Det,4,,,3,2,ONE-STORY,386000,6500,379500,382032,3,2012,Q,I
18358,06061-29-007-000,606,1112,864,0,0,1949,AVG,C,1,1,Att,1,,,2,1,ONE-STORY,94300,0,94300,94300,4,2012,U,I
18359,06061-29-014-000,606,1112,1838,1066,1185,2005,AVG,B,1,2,Det,3,,,2,3,TWO-STORY,405000,0,405000,405000,5,2011,U,I
18360,06061-30-005-000,606,1112,934,870,934,1942,AVG,C,1,1,Det,1,,,2,2,ONE-STORY,282500,0,282500,286898,11,2011,Q,I
18361,06061-30-018-000,606,1112,1166,932,1166,1941,Good,B,1,1,Det,2,,,2,2,ONE-STORY,455000,0,455000,455000,6,2012,Q,I
18362,06061-31-006-000,606,1112,1604,1096,1154,1945,AVG,B,1,1,Att,2,,,2,3,ONE-STORY,462500,8500,454000,476213,8,2010,Q,I
18363,06061-32-006-000,606,1112,1116,782,1116,1939,Good,C,1,1,Det,2,,,2,2,ONE-STORY,370000,0,370000,370000,6,2012,Q,I
18364,06061-32-026-000,606,1112,1083,280,559,1940,AVG,B,1,1,Det,1,,,2,1,ONE-STORY,318000,8500,309500,325332,7,2010,Q,I
18365,06062-01-022-000,606,1112,884,840,884,1926,AVG,C,1,1,Det,3,,,2,2,ONE-STORY,252000,6600,245400,250858,8,2011,Q,I
18366,06062-02-003-000,606,1112,1225,170,673,1915,AVG,C,1,2,Det,2,,,3,1,ONE AND HALF-STORY,235000,87,234913,238048,12,2011,Q,I
18367,06062-02-003-000,606,1112,1225,170,673,1915,AVG,C,1,2,Det,2,,,3,1,ONE AND HALF-STORY,211500,0,211500,211500,7,2011,U,I
18368,06062-02-005-000,606,1112,1154,733,1047,1923,AVG,C,1,1,Det,1,,,2,1,ONE-STORY,266900,5000,261900,262482,5,2012,Q,I
18369,06062-02-033-000,606,1114,1070,0,0,1941,AVG,C,1,1,Det,1,,,2,1,END UNIT,147000,3500,143500,147183,10,2011,U,I
18370,06062-02-037-037,606,1130,1119,0,0,1938,AVG,C,1,1,None,0,,1.0,2,2,MIDDLE UNIT,175000,0,175000,175000,12,2010,Q,I
18371,06062-02-038-038,606,1130,1119,0,0,1938,AVG,C,1,1,None,0,,1.0,2,1,MIDDLE UNIT,200000,2830,197170,197170,5,2012,Q,I
18372,06062-02-039-039,606,1130,572,0,0,1938,AVG,C,1,1,None,0,,,1,1,END UNIT,22700,0,22700,22700,1,2012,U,I
18373,06062-03-014-000,606,1112,996,996,996,1940,AVG,C,1,1,Det,2,,,3,2,ONE-STORY,265000,4000,261000,261000,6,2012,Q,I
18374,06062-04-005-000,606,1112,1045,784,1045,1939,AVG,B,1,1,Det,2,,,2,1,ONE-STORY,334000,3000,331000,331000,6,2012,Q,I
18375,06062-05-003-000,606,1112,1402,774,968,1916,AVG,C,1,1,Det,1,,,3,2,ONE-STORY,290000,5500,284500,284500,6,2012,Q,I
18376,06062-06-012-000,606,1112,2168,772,965,1914,AVG,B,1,2,Att,2,,,4,3,ONE AND HALF-STORY,475000,0,475000,475000,6,2012,Q,I
18377,06062-07-010-000,606,1112,1395,791,879,1924,AVG,C,1,1,Det,2,,,2,2,ONE-STORY,338500,8000,330500,339320,6,2011,Q,I
18378,06062-07-010-000,606,1112,1395,791,879,1924,AVG,C,1,1,Det,2,,,2,2,ONE-STORY,192500,0,192500,192500,1,2011,U,I
18379,06062-07-011-000,606,1112,1435,1282,1349,1924,Good,C,1,1,Det,2,,,2,2,ONE-STORY,396850,11850,385000,387569,3,2012,Q,I
18380,06062-07-024-024,606,1130,824,0,0,1949,AVG,C,1,1,None,0,,1.0,2,1,END UNIT,78000,0,78000,78000,2,2012,U,I
18381,06062-07-025-025,606,1130,497,0,0,1949,AVG,C,1,1,None,0,,1.0,1,1,MIDDLE UNIT,66500,0,66500,66500,9,2011,Q,I
18382,06062-07-026-026,606,1130,630,0,0,1949,AVG,C,1,1,None,0,,1.0,2,1,END UNIT,83000,0,83000,83000,11,2011,Q,I
18383,06062-07-045-045,606,1130,869,0,0,1980,Good,C,1,1,None,0,,2.0,2,1,END UNIT,192000,4500,187500,187500,9,2010,Q,I
18384,06062-07-051-051,606,1130,656,0,0,1942,AVG,C,1,1,None,0,,1.0,1,1,MIDDLE UNIT,107000,2500,104500,104500,9,2010,Q,I
18385,06062-07-054-054,606,1130,629,0,0,1942,AVG,C,1,1,None,0,,1.0,1,1,END UNIT,45000,0,45000,45000,12,2011,U,I
18386,06062-11-021-000,606,1112,1074,845,942,1926,AVG,B,1,1,Det,1,,,2,2,ONE-STORY,307500,1000,306500,306500,6,2012,Q,I
18387,06062-11-026-000,606,1112,946,662,946,1925,Good,C,1,1,Det,1,,,3,2,ONE-STORY,173500,0,173500,173500,6,2012,U,I
18388,06062-11-029-000,606,1112,6459,1471,1634,1918,AVG,A,1,2,Att,3,,,5,8,TWO-STORY,713325,0,713325,713325,9,2011,U,I
18389,06062-11-031-000,606,1112,2805,894,1040,1910,AVG,B,1,2,Det,2,,,4,4,TWO-STORY,471000,0,471000,475190,2,2012,Q,I
18390,06062-12-016-000,606,1112,1213,413,413,1926,AVG,C,1,1,Det,2,,,3,2,ONE-STORY,284000,0,284000,290316,8,2011,Q,I
18391,06062-12-020-000,606,1112,2801,0,348,2011,AVG,B,1,2,Det,2,,,4,3,TWO-STORY,133000,0,133000,133000,4,2011,Q,V
18392,06062-12-020-000,606,1112,2801,0,348,2011,AVG,B,1,2,Det,2,,,4,3,TWO-STORY,582500,10000,572500,583959,9,2011,Q,I
18393,06062-13-002-000,606,1112,1644,936,1041,1937,AVG,B,1,2,Det,2,,,3,3,ONE AND HALF-STORY,455000,0,455000,463095,10,2011,Q,I
18394,06062-13-005-000,606,1112,2904,1200,1337,2004,Good,B,1,2,Att,2,,,3,5,TWO-STORY,835000,0,835000,835000,6,2012,Q,I
18395,06062-13-008-000,606,1112,2278,487,649,1906,AVG,B,2,2,Det,2,,,4,3,TWO-STORY,210000,0,210000,210000,6,2011,U,I
18396,06062-13-016-000,606,1112,1248,672,672,1926,Good,C,1,1,Det,1,,,3,2,ONE-STORY,385898,0,385898,393622,9,2011,Q,I
18397,06062-14-010-000,606,1112,1438,1260,1326,1930,AVG,B,1,1,det/CP,4,,,2,3,ONE-STORY,425000,0,425000,436342,6,2011,Q,I
18398,06062-14-014-000,606,1112,1096,436,545,1938,AVG,B,1,1,Det,2,,,2,2,ONE-STORY,355000,9819,345181,348252,2,2012,Q,I
18399,06062-14-014-000,606,1112,1096,436,545,1938,AVG,B,1,1,Det,2,,,2,2,ONE-STORY,325000,0,325000,325000,10,2010,U,I
18400,06062-15-011-000,606,1112,1630,685,799,1927,AVG,B,1,2,Det,1,,,1,2,TWO-STORY,395000,500,394500,407661,3,2011,Q,I
18401,06062-15-013-000,606,1112,1055,806,1007,1929,AVG,C,1,1,Det,1,,,2,1,ONE-STORY,225000,0,225000,227002,2,2012,Q,I
18402,06062-15-015-000,606,1112,976,832,924,1929,AVG,B,1,1,Det,1,,,2,2,ONE-STORY,309000,7300,301700,317133,7,2010,Q,I
18403,06062-15-021-000,606,1112,1182,1123,1182,1927,Good,C,1,1,Det,2,,,2,2,ONE-STORY,420000,5000,415000,424230,8,2011,Q,I
18404,06062-16-001-000,606,1112,1370,1200,1280,1929,AVG,B,1,1,Det,2,,,3,2,ONE-STORY,362500,0,362500,363306,5,2012,Q,I
18405,06062-16-005-000,606,1112,2072,189,1008,1929,AVG,C,1,2,Det,2,,,4,3,TWO-STORY,275011,0,275011,275011,3,2012,U,I
18406,06062-16-015-000,606,1112,1068,600,666,1927,AVG,B,1,1,Det,1,,,2,2,ONE-STORY,380000,0,380000,380845,5,2012,Q,I
18407,06062-17-002-000,606,1112,1424,526,619,1933,Good,B,1,1,CP,1,,,2,2,ONE-STORY,410000,7000,403000,414652,5,2011,Q,I
18408,06062-17-004-000,606,1112,1284,1104,1227,1932,Good,B,1,1,Det,1,,,2,2,ONE-STORY,410000,8492,401508,407759,11,2011,Q,I
18409,06062-17-024-000,606,1112,1031,825,1031,1932,AVG,B,1,1,Att,1,,,3,2,ONE-STORY,192500,0,192500,192500,2,2011,U,I
18410,06062-19-010-000,606,1112,1804,254,282,1955,AVG,C,1,1,Att,2,,,3,3,ONE-STORY,329000,0,329000,343634,10,2010,Q,I
18411,06062-21-006-000,606,1112,997,897,997,1931,AVG,C,1,1,Det,1,,,2,2,ONE-STORY,303000,4000,299000,306315,7,2011,Q,I
18412,06062-21-008-000,606,1112,1044,0,1044,1938,AVG,B,1,1,Det,2,,,2,2,ONE-STORY,137500,0,137500,137500,4,2012,U,I
18413,06062-21-015-000,606,1112,1007,800,1007,1932,AVG,C,1,1,Det,2,,,2,2,ONE-STORY,256800,0,256800,259084,2,2012,Q,I
18414,06062-21-025-000,606,1114,1100,0,0,1948,AVG,C,1,1,Det,2,,,2,1,END UNIT,182000,0,182000,187255,9,2011,Q,I
18415,06062-21-026-000,606,1114,1100,0,0,1948,AVG,C,1,1,None,0,,,2,1,END UNIT,180000,1000,179000,180149,4,2012,Q,I
18416,06062-21-028-000,606,1114,1100,0,0,1948,AVG,C,1,1,None,0,,,2,1,END UNIT,180000,0,180000,180577,5,2012,Q,I
18417,06062-21-029-000,606,1114,1100,0,0,1948,AVG,C,1,1,Det,2,,,2,1,END UNIT,182000,0,182000,185503,12,2011,Q,I
18418,06062-22-009-000,606,1112,1053,842,1053,1939,AVG,C,1,1,Att/Det,2,,,2,2,ONE-STORY,346000,0,346000,346770,5,2012,Q,I
18419,06062-22-016-000,606,1112,1164,736,775,1928,Good,C,1,1,Det,2,,,2,3,ONE-STORY,210000,0,210000,212335,1,2012,Q,I
18420,06062-23-020-020,606,1130,522,0,0,1940,AVG,C,1,1,None,0,,1.0,1,1,MIDDLE UNIT,108000,0,108000,108000,3,2012,Q,I
18421,06062-24-013-013,606,1130,672,0,0,1953,Good,C,1,1,None,0,,1.0,1,1,END UNIT,114000,3025,110975,110975,7,2010,U,I
18422,06062-25-018-018,607,1130,604,0,0,1959,AVG,C,1,1,None,0,,2.0,1,1,MIDDLE UNIT,39000,0,39000,39000,11,2011,U,I
18423,06062-25-039-039,607,1130,641,0,0,1959,AVG,C,1,1,None,0,,4.0,1,1,MIDDLE UNIT,47700,0,47700,47700,2,2012,U,I
18424,06062-25-055-055,607,1130,928,0,0,1959,AVG,C,1,1,None,0,,6.0,2,2,END UNIT,119000,3000,116000,116000,7,2010,U,I
18425,06062-25-084-084,607,1130,928,0,0,1959,AVG,C,1,1,None,0,,8.0,2,2,END UNIT,105000,0,105000,105000,11,2010,Q,I
18426,06062-25-088-088,607,1130,604,0,0,1959,AVG,C,1,1,None,0,,9.0,1,1,MIDDLE UNIT,60000,0,60000,60000,2,2012,Q,I
18427,06062-25-092-092,607,1130,680,0,0,1959,AVG,C,1,1,None,0,,9.0,1,1,MIDDLE UNIT,51605,0,51605,51605,10,2010,U,I
18428,06062-25-093-093,607,1130,928,0,0,1959,AVG,C,1,1,None,0,,9.0,2,2,END UNIT,74500,0,74500,74500,11,2011,U,I
18429,06062-25-106-106,607,1130,653,0,0,1939,AVG,C,1,1,None,0,,2.0,1,1,MIDDLE UNIT,59900,2000,57900,57900,5,2011,Q,I
18430,06062-25-107-107,607,1130,646,0,0,1939,AVG,C,1,1,None,0,,2.0,1,1,MIDDLE UNIT,62000,0,62000,62000,9,2010,Q,I
18431,06062-25-109-109,607,1130,648,0,0,1939,AVG,C,1,1,None,0,,2.0,1,1,END UNIT,45000,0,45000,45000,8,2010,U,I
18432,06062-26-032-032,607,1130,1051,0,0,1962,Good,C,1,1,None,0,,,1,1,MIDDLE UNIT,120400,0,120400,120400,4,2012,U,I
18433,06062-26-032-032,607,1130,1051,0,0,1962,Good,C,1,1,None,0,,,1,1,MIDDLE UNIT,41492,0,41492,41492,9,2011,U,I
18434,06062-26-036-036,607,1130,687,0,0,1962,Good,C,1,1,None,0,,2.0,1,1,MIDDLE UNIT,45000,0,45000,45000,6,2012,U,I
18435,06062-26-038-038,607,1130,475,0,0,1962,Good,C,1,1,None,0,,2.0,0,1,MIDDLE UNIT,37800,0,37800,37800,4,2012,U,I
18436,06062-26-043-043,607,1130,1008,0,0,1962,AVG,C,1,1,None,0,,3.0,2,2,END UNIT,81000,0,81000,81000,10,2011,Q,I
18437,06062-26-044-044,607,1130,687,0,0,1962,AVG,C,1,1,None,0,,3.0,1,1,MIDDLE UNIT,49500,0,49500,49500,5,2011,U,I
18438,06062-26-050-050,607,1130,1008,0,0,1962,AVG,C,1,1,None,0,,4.0,2,2,END UNIT,70000,0,70000,70000,10,2011,U,I
18439,06062-26-052-052,607,1130,687,0,0,1962,AVG,C,1,1,None,0,,4.0,1,1,MIDDLE UNIT,48500,0,48500,48500,12,2010,U,I
18440,06062-26-057-057,607,1130,1054,0,0,1962,AVG,C,1,1,None,0,,4.0,2,2,END UNIT,70000,0,70000,70000,10,2011,U,I
18441,06062-26-071-071,607,1130,475,0,0,1962,AVG,C,1,1,None,0,,6.0,0,1,MIDDLE UNIT,37000,0,37000,37000,5,2011,Q,I
18442,06062-26-087-087,607,1130,1100,0,0,1962,AVG,C,1,1,None,0,,8.0,2,2,END UNIT,74000,0,74000,74000,10,2011,U,I
18443,06062-26-117-117,607,1130,1054,0,0,1962,Good,C,1,1,None,0,,12.0,2,2,END UNIT,118500,0,118500,118500,4,2012,Q,I
18444,06062-26-122-122,607,1130,687,0,0,1962,AVG,C,1,1,None,0,,13.0,1,1,MIDDLE UNIT,54000,0,54000,54000,5,2011,U,I
18445,06062-26-123-123,607,1130,475,0,0,1962,AVG,C,1,1,None,0,,13.0,0,1,MIDDLE UNIT,40000,0,40000,40000,1,2011,U,I
18446,06062-26-140-140,607,1130,709,0,0,1962,AVG,C,1,1,None,0,,1.0,1,1,MIDDLE UNIT,46000,0,46000,46000,5,2011,U,I
18447,06062-26-160-160,607,1130,709,0,0,1962,AVG,C,1,1,None,0,,3.0,1,1,MIDDLE UNIT,50900,0,50900,50900,4,2011,U,I
18448,06062-26-199-199,607,1130,969,0,0,1962,AVG,C,1,1,None,0,,7.0,2,2,END UNIT,98000,0,98000,98000,1,2012,Q,I
18449,06062-26-200-200,607,1130,969,0,0,1962,AVG,C,1,1,None,0,,8.0,2,2,END UNIT,86900,0,86900,86900,7,2011,U,I
18450,06062-26-207-207,607,1130,709,0,0,1962,AVG,C,1,1,None,0,,8.0,1,1,MIDDLE UNIT,63500,2222,61278,61278,5,2012,Q,I
18451,06062-26-221-221,607,1130,617,0,0,1972,AVG,C,1,1,None,0,,1.0,1,1,MIDDLE UNIT,52000,0,52000,52000,4,2012,Q,I
18452,06062-26-223-223,607,1130,617,0,0,1972,AVG,C,1,1,None,0,,1.0,1,1,MIDDLE UNIT,30000,0,30000,30000,5,2011,U,I
18453,06062-26-255-255,607,1130,617,0,0,1972,AVG,C,1,1,None,0,,4.0,1,1,MIDDLE UNIT,46000,0,46000,46000,3,2011,Q,I
18454,06062-26-258-258,607,1130,617,0,0,1972,AVG,C,1,1,None,0,,5.0,1,1,MIDDLE UNIT,64000,0,64000,64000,6,2012,Q,I
18455,06062-27-023-023,607,1130,531,0,0,1951,AVG,C,1,1,None,0,,1.0,1,1,END UNIT,69900,0,69900,69900,5,2012,Q,I
18456,06062-29-031-031,606,1130,562,0,0,1949,AVG,C,1,1,None,0,,2.0,1,1,END UNIT,47000,0,47000,47000,5,2011,Q,I
18457,06062-29-036-036,606,1130,558,0,0,1949,AVG,C,1,1,None,0,,3.0,1,1,END UNIT,55650,0,55650,55650,8,2011,Q,I
18458,06063-07-084-084,607,1130,463,0,0,1956,AVG,C,1,1,None,0,,2.0,1,1,MIDDLE UNIT,90000,0,90000,90000,11,2011,Q,I
18459,06063-08-010-000,607,1112,842,674,842,1947,AVG,C,1,1,Att,1,,,2,2,ONE-STORY,289900,7000,282900,287933,10,2011,Q,I
18460,06063-08-015-000,607,1112,1145,344,1145,1938,AVG,C,1,1,Det,2,,,2,2,ONE-STORY,200000,0,200000,200000,11,2011,U,I
18461,06063-08-071-071,607,1130,782,0,0,1965,AVG,C,1,1,None,0,,6.0,2,2,END UNIT,108000,3000,105000,105000,9,2010,Q,I
